Id,Time,Lat,Lon,Alt,SSID,MAC,Channel,Signal
19,01/12/2017 10:44:14,32.17134020148104,34.81169555724996,29.78929958349117,mika1,c4:12:f5:fb:c0:3e,1,-82
20,01/12/2017 10:44:14,32.17134020148104,34.81169555724996,29.78929958349117,donush,c0:ac:54:f5:b7:f2,1,-87
21,01/12/2017 10:44:18,32.17113909756608,34.811594706105254,29.498589764617535,DAVID,d8:fb:5e:17:1b:d6,11,-92
23,01/12/2017 10:44:22,32.17094198600168,34.81148871152029,29.247534754719787,TP-LINK_2C3A,84:16:f9:d7:2c:3a,1,-90
24,01/12/2017 10:44:22,32.17094198600168,34.81148871152029,29.247534754719787,home,00:13:d4:0f:f3:ba,1,-83
26,01/12/2017 10:44:30,32.17052489858893,34.811243700290355,28.48330590693121,HOTFiber-A53E,7c:b7:33:a1:7e:98,6,-80
27,01/12/2017 10:44:30,32.17052489858893,34.811243700290355,28.48330590693121,rdk,e4:d3:f1:9a:81:60,13,-85
28,01/12/2017 10:44:30,32.17052489858893,34.811243700290355,28.48330590693121,RDK,58:b6:33:34:81:a8,1,-85
29,01/12/2017 10:44:30,32.17052489858893,34.811243700290355,28.48330590693121,RDK,58:b6:33:34:ae:f8,11,-85
30,01/12/2017 10:44:30,32.17052489858893,34.811243700290355,28.48330590693121,dlink,40:9b:cd:11:2f:88,44,-92
31,01/12/2017 10:44:38,32.17005047256307,34.811007615648165,28.289290688769423,Neeman2.4_5,20:0c:c8:1d:c8:2c,60,-89
33,01/12/2017 10:44:41,32.16984101063408,34.8109235856239,28.201870747562097,HP-Print-20-Deskjet 4640 series,fc:15:b4:65:09:20,1,-87
34,01/12/2017 10:44:41,32.16984101063408,34.8109235856239,28.201870747562097,HOTBOX-2E6E,c0:ac:54:f7:27:42,11,-89
36,01/12/2017 10:44:49,32.16930328971546,34.81071393258221,27.82938002803731,edimax_2.4G_A92417,74:da:38:a9:24:17,3,-75
37,01/12/2017 10:44:57,32.168823167573045,34.810544049627936,27.11526685223747,RS_GUEST,ec:08:6b:38:0d:dd,12,-85
38,01/12/2017 10:44:57,32.168823167573045,34.810544049627936,27.11526685223747,RS_GUEST_5G,ec:08:6b:38:0d:dc,44,-89
39,01/12/2017 10:44:57,32.168823167573045,34.810544049627936,27.11526685223747,DIRECT-F4-HP DeskJet 3830 series,c8:d3:ff:57:60:f5,1,-89
40,01/12/2017 10:44:57,32.168793212771085,34.810559639912164,34.51419792626458,simon,e4:6f:13:73:0a:c2,8,-89
41,01/12/2017 10:44:57,32.168823167573045,34.810544049627936,27.11526685223747,KaymeraDev,00:f6:63:15:58:8e,36,-92
42,01/12/2017 10:44:57,32.168823167573045,34.810544049627936,27.11526685223747,HTC,06:c2:3e:e4:21:85,4,-89
43,01/12/2017 10:45:01,32.168818046220885,34.81156212729414,31.179056831905772,LRWN,0c:f4:d5:29:a2:9c,36,-91
45,01/12/2017 10:45:13,32.168846097297546,34.811787470063976,28.29109853755457,LRWN,ec:8c:a2:09:dd:4c,44,-70
46,01/12/2017 10:45:13,32.168846097297546,34.811787470063976,28.29109853755457,HOTFiber-400D,40:65:a3:2b:62:22,6,-88
47,01/12/2017 10:45:13,32.168846097297546,34.811787470063976,28.29109853755457,HOTFiber-400D,40:65:a3:2b:62:0e,6,-89
49,01/12/2017 10:45:25,32.16952844565241,34.81214548671576,34.5461998115364,nina,20:0c:c8:2b:2a:14,11,-68
50,01/12/2017 10:45:29,32.169896193112876,34.81231240469205,36.40092326144738,arama,80:1f:02:36:04:d0,11,-81
51,01/12/2017 10:45:29,32.16978401146249,34.81225704427234,26.41969286035642,hilda,00:30:4f:91:36:07,6,-89
52,01/12/2017 10:45:29,32.16996073171602,34.81233867760806,35.62254177098269,BezeqFree,5a:ab:1b:62:0d:fd,2,-93
53,01/12/2017 10:45:29,32.16978401146249,34.81225704427234,26.41969286035642,Astra,00:21:63:4d:73:31,6,-92
55,01/12/2017 10:45:33,32.170212512818566,34.81244950977824,30.096358558656622,UFI_UF230_B3F,00:0b:6c:4d:1b:3f,6,-83
56,01/12/2017 10:45:33,32.1700244717399,34.8123593768823,26.279075491882708,landau,d4:7b:b0:79:65:fc,11,-92
57,01/12/2017 10:45:33,32.1700244717399,34.8123593768823,26.279075491882708,HP-Print-8A-Deskjet 4640 series,8c:dc:d4:6a:a9:8a,11,-89
58,01/12/2017 10:45:37,32.16985498474246,34.812290518107176,32.05003734482174,klaiman,a0:ab:1b:62:0d:fc,2,-78
59,01/12/2017 10:45:37,32.17021174072138,34.812746243202845,32.55354294230534,ter123,70:4d:7b:0c:89:50,6,-72
60,01/12/2017 10:45:37,32.17023847761357,34.81246828942565,37.16116752288715,HOTBOX-62EF,d8:fb:5e:17:62:f5,1,-80
62,01/12/2017 10:45:45,32.171303922490814,34.8128357965394,36.638235092884265,Oded 2.4Ghz,00:12:2a:e1:6c:48,11,-83
63,01/12/2017 10:45:49,32.17171304963117,34.81294038214626,30.228069914171797,Oded 5Ghz,00:12:2a:e1:6c:4c,48,-84
65,01/12/2017 10:45:53,32.17112629734733,34.81313088155532,35.719930640648876,yotam17,f8:ab:05:e9:6d:3d,10,-85
66,01/12/2017 10:46:04,32.17198534972246,34.81299603716402,26.593085271027938,SHAHAF2.4,20:0c:c8:0a:ef:2a,11,-82
67,01/12/2017 10:46:04,32.17198534972246,34.81299603716402,26.593085271027938,Partner,42501_13111_7943948,0,-103
70,01/12/2017 10:46:13,32.17239915132392,34.81331122487932,36.05715404479317,sellahome,d8:fb:5e:17:47:f8,9,-73
72,01/12/2017 10:46:31,32.17238925809446,34.813358779281145,30.609918530275795,Partner,42501_13111_7943940,0,-107
73,01/12/2017 10:43:31,32.17237425,34.81350895,46.0,lellouche,a4:2b:b0:ad:2d:34,5,-93
74,01/12/2017 10:43:34,32.17238884,34.81333642,45.0,Mevohot_1,20:0c:c8:1b:a2:48,6,-95
76,01/12/2017 10:43:37,32.17241727,34.81315388,44.0,Mevohot_3,60:e3:27:e8:41:e8,11,-86
77,01/12/2017 10:43:37,32.17241727,34.81315388,44.0,sellahome_2EX,74:da:38:14:1f:8d,9,-82
78,01/12/2017 10:43:40,32.17231971422307,34.8138533242403,40.309140315000654,Orit,c4:a8:1d:12:7d:4c,6,-91
79,01/12/2017 10:43:40,32.17243758,34.81296682,47.0,BezeqFree,06:ae:db:ba:1e:85,11,-81
80,01/12/2017 10:43:40,32.17243758,34.81296682,47.0,Lahav,08:3e:5d:5c:72:5e,11,-89
82,01/12/2017 10:43:40,32.17243758,34.81296682,47.0,shweiger1,14:ae:db:c1:ad:7d,1,-84
84,01/12/2017 10:43:43,32.17246651,34.81278713,48.0,ELDAD,10:0d:7f:80:17:80,11,-73
85,01/12/2017 10:43:43,32.17246651,34.81278713,48.0,BezeqFree,06:ae:db:c1:ad:7d,1,-87
86,01/12/2017 10:43:46,32.1724962,34.81260015,47.0,HOTBOX1234,30:b5:c2:6e:12:d4,1,-88
88,01/12/2017 10:43:49,32.17253749,34.81242555,48.0,HOTBOX1234,00:78:9e:f9:f5:5b,1,-82
91,01/12/2017 10:43:55,32.17246746,34.81211077,51.0,Miller,00:78:9e:fa:0e:5c,1,-94
92,01/12/2017 10:43:58,32.17230828,34.81204165,48.0,Gil-Up,50:c7:bf:36:df:98,2,-89
93,01/12/2017 10:44:01,32.17212193,34.81196568,47.0,U2I8L1M0X42,7c:b7:33:97:35:f1,1,-73
95,01/12/2017 10:44:01,32.17007517331977,34.811048093109925,37.69425233603417,KaymeraDev,00:f6:63:15:58:81,1,-93
96,01/12/2017 10:44:01,32.171882980225476,34.811874982433956,44.02238440873289,Ben Ami_2.4,c4:04:15:60:6a:b5,11,-93
97,01/12/2017 10:44:01,32.17212193,34.81196568,47.0,KaymeraGuest,00:f6:63:15:58:82,1,-93
99,01/12/2017 10:44:04,32.17191211,34.81189708,44.0,Shani - Green,54:b8:0a:34:68:90,6,-95
101,01/12/2017 10:44:07,32.1716947,34.81179424,42.0,Hilush111,6c:b0:ce:2f:43:36,1,-92
102,01/12/2017 10:44:10,32.17151458,34.81172206,43.0,Gil Kitchen,80:1f:02:a3:7d:62,6,-96
105,01/12/2017 10:44:25,32.1707657,34.81134771,39.0,home,00:13:d4:0f:f3:ba,1,-88
106,01/12/2017 10:44:25,32.1707657,34.81134771,39.0,Guymic,14:ae:db:b7:99:2d,6,-95
109,01/12/2017 10:44:31,32.17044716,34.81116946,39.0,Guymic,14:ae:db:b7:99:2d,6,-81
112,01/12/2017 10:44:34,32.17027335,34.81109365,38.0,devolo-0f4,30:d3:2d:37:20:f4,6,-88
114,01/12/2017 10:44:37,32.17009476,34.81099899,37.0,Neeman2.4,20:0c:c8:1d:c8:2b,1,-87
115,01/12/2017 10:44:37,32.17009476,34.81099899,37.0,Bezeq Free F026CC,6a:0c:c8:1d:c8:28,1,-87
118,01/12/2017 10:44:40,32.16988722,34.81091198,37.0,HOTBOX12,d8:fb:5e:17:62:4d,1,-87
119,01/12/2017 10:44:40,32.16988722,34.81091198,37.0,oved-main,74:da:3a:97:66:9e,6,-87
122,01/12/2017 10:44:43,32.16968089,34.81083325,37.0,Alpha125,30:b5:c2:e0:55:9c,6,-82
123,01/12/2017 10:44:46,32.16947978,34.81075792,37.0,BezeqFree,62:ee:0c:39:f9:16,5,-94
124,01/12/2017 10:44:46,32.16947978,34.81075792,37.0,ELCHARAR_2.4,20:0c:c8:0f:21:93,1,-95
125,01/12/2017 10:44:46,32.16947978,34.81075792,37.0,Bezeq Free T00C36,5a:0c:c8:0f:21:90,1,-92
126,01/12/2017 10:44:49,32.1692751,34.81066887,38.0,BezeqNGN_001489_2.4GHz_1,c0:a0:bb:cb:59:5b,1,-73
127,01/12/2017 10:44:49,32.1692751,34.81066887,38.0,netbox,d0:d4:12:65:19:a2,1,-96
128,01/12/2017 10:44:52,32.16907519,34.81060214,38.0,forestisthebest,c8:d7:19:da:03:16,6,-78
129,01/12/2017 10:44:52,32.16907519,34.81060214,38.0,spielman,f4:f2:6d:34:56:54,1,-79
131,01/12/2017 10:44:52,32.16907519,34.81060214,38.0,HP-Print-C1-Deskjet 4640 series,28:80:23:f6:e0:c1,11,-87
133,01/12/2017 10:44:56,32.16883715,34.81052111,38.0,Oberyn Martell,18:d6:c7:fb:1c:0e,8,-79
138,01/12/2017 10:44:59,32.16872739,34.81060785,38.0,kaymeraQA,00:f6:63:15:58:80,1,-82
139,01/12/2017 10:44:59,32.16872739,34.81060785,38.0,BARON WIFI 2.4,60:e3:27:bf:a1:a5,11,-91
140,01/12/2017 10:44:59,32.16872739,34.81060785,38.0,cactus,a0:4f:d4:42:ba:71,1,-95
141,01/12/2017 10:44:59,32.16872739,34.81060785,38.0,Vision Public,c0:4a:00:f7:00:c1,10,-89
142,01/12/2017 10:44:59,32.16872739,34.81060785,38.0,KaymeraGuest,cc:16:7e:97:1d:92,1,-95
143,01/12/2017 10:44:59,32.169117305259526,34.81149279057786,38.23508466002092,Candan,c0:ff:d4:7b:82:30,1,-87
144,01/12/2017 10:45:01,32.16870873,34.81074499,37.0,A-Home,00:25:86:b1:6f:f8,6,-81
149,01/12/2017 10:45:11,32.16877222,34.81164041,36.0,LRWN,ec:8c:a2:08:a4:5c,52,-69
150,01/12/2017 10:45:16,32.16898017,34.81188912,37.0,SE-WiFi-Employees,70:4c:a5:20:be:18,1,-94
151,01/12/2017 10:45:23,32.16940316,34.81209444,40.0,RS_GUEST,e4:6f:13:71:f5:ce,9,-92
153,01/12/2017 10:45:23,32.16940316,34.81209444,40.0,Einav_1,00:26:5a:10:b7:0a,6,-82
155,01/12/2017 10:45:26,32.16958729,34.81218021,40.0,Nehalem_ISR,08:ea:44:74:4b:d5,1,-92
156,01/12/2017 10:45:29,32.16977119,34.81225463,40.0,mazia,14:ae:db:b2:5f:05,1,-87
159,01/12/2017 10:45:32,32.16994827,34.81233913,41.0,Mehta_Up,f8:d1:11:b8:3b:7e,6,-87
160,01/12/2017 10:45:32,32.16930407207541,34.812045730538436,34.22163915445674,HOTBOX-8156,b4:ee:b4:a7:81:5c,1,-92
161,01/12/2017 10:45:32,32.16994827,34.81233913,41.0,TUCHLER,00:26:5a:69:94:e3,6,-81
162,01/12/2017 10:45:32,32.17035730160536,34.812056732528966,35.59458142219506,  InnovationEndeavors,74:da:38:a9:1c:df,2,-83
164,01/12/2017 10:45:32,32.16994827,34.81233913,41.0,landau,74:da:38:14:4b:88,11,-81
167,01/12/2017 10:45:32,32.16994827,34.81233913,41.0,DR_SHOHER_1,14:ae:db:b0:67:dd,6,-94
172,01/12/2017 10:45:35,32.17012573,34.81242227,44.0,Florida_Israel1,48:ee:0c:3b:fa:1e,1,-94
175,01/12/2017 10:45:38,32.17045604480893,34.812554898595906,42.1672173657691,hot,00:1c:10:09:4f:bc,3,-84
176,01/12/2017 10:45:38,32.17031089,34.81250563,44.0,geller,00:78:9e:fa:3b:62,11,-90
179,01/12/2017 10:45:43,32.171123806201344,34.812794194176334,40.77124783817923,Oded,14:cc:20:76:b8:2a,11,-89
182,01/12/2017 10:45:47,32.17088067331064,34.81275592634564,39.93410561405747,HOTBOX-2017,c0:ac:54:f5:7d:bd,11,-87
183,01/12/2017 10:45:47,32.17134585755249,34.81287547301346,39.635273064627896,TP-LINK_76C08E,14:cc:20:76:c0:8e,1,-93
185,01/12/2017 10:45:50,32.17129944372389,34.812861292351364,39.382285717541365,HP-Print-AF-Officejet Pro 6830,28:80:23:40:5f:af,6,-81
187,01/12/2017 10:45:50,32.17105914,34.81284875,39.0,sirocco_2.4o,c4:e9:84:83:1a:0a,11,-91
189,01/12/2017 10:45:53,32.1712472,34.81289934,36.0,BezeqFree,06:ae:db:48:af:4d,9,-93
193,01/12/2017 10:46:05,32.17113684118783,34.81310102444971,39.06627713590878,Motti11,a4:2b:b0:d4:55:36,6,-96
200,01/12/2017 10:46:20,32.17237484,34.81345105,41.0,HOTBOX-1A14,00:07:26:4f:07:ae,6,-91
201,01/12/2017 10:46:23,32.17232792,34.81365654,42.0,dobry2016_5,6c:b0:ce:ac:32:9c,60,-89
202,01/12/2017 10:46:29,32.17237782726972,34.8134700137759,39.62327352043816,DIRECT-CC-HP DeskJet 4670 series,70:5a:0f:b2:64:cd,6,-89
207,01/12/2017 10:46:32,32.17226318,34.81420816,40.0,Wifi,74:44:01:39:09:86,11,-93
208,01/12/2017 10:46:38,32.1722525,34.81443463,40.0,love,14:ae:db:58:73:75,1,-70
209,01/12/2017 10:49:21,32.17228106,34.81440381,51.0,Zvi_2.4,10:5a:f7:0f:d5:32,11,-91
210,01/12/2017 10:49:42,32.17227827,34.81413625,45.0,BezeqFree,62:ee:0c:3d:eb:b9,9,-88
211,01/12/2017 10:49:51,32.17234589,34.81367079,44.0,Lahav,b0:b2:8f:01:ad:fe,11,-73
215,01/12/2017 10:50:00,32.1724094,34.81316731,41.0,GuyHila,14:ae:db:ba:1e:85,11,-76
217,01/12/2017 10:50:09,32.17250306,34.81263803,42.0,DIRECT-CC-HP DeskJet 4670 series,70:5a:0f:b2:64:cd,6,-75
218,01/12/2017 10:50:09,32.17250306,34.81263803,42.0,BS-WIFI-4EVER,fc:75:16:55:27:fa,6,-94
219,01/12/2017 10:50:12,32.17253375,34.81242662,42.0,DIRECT-74-HP DeskJet 4670 series,3c:52:82:af:42:75,1,-59
220,01/12/2017 10:50:15,32.17254538,34.81222007,42.0,NIPPON_3687,08:97:58:32:d2:98,2,-79
224,01/12/2017 10:50:21,32.17226944,34.81201158,41.0,varda_HD,c4:12:f5:85:27:c1,60,-88
226,01/12/2017 10:50:36,32.17134232,34.81165241,37.0,maya salon,c4:a8:1d:12:df:c5,1,-89
227,01/12/2017 10:50:36,32.17134232,34.81165241,37.0,luxynet,00:c0:02:0a:c6:c2,7,-93
228,01/12/2017 10:50:36,32.17134232,34.81165241,37.0,@Cafe,52:a8:1d:12:df:c4,1,-92
229,01/12/2017 10:50:45,32.1708157,34.81137225,32.0,Gana7_2GExt,64:d9:54:e4:95:37,5,-90
230,01/12/2017 10:50:45,32.1708157,34.81137225,32.0,Gana7,48:ee:0c:3c:30:1e,5,-93
231,01/12/2017 10:50:48,32.17062149,34.81126162,29.0,shlomi,d8:5d:4c:d9:c4:68,1,-82
234,01/12/2017 10:50:58,32.1699948,34.81094348,29.0,Eric 2.4,c4:a8:1d:13:2a:95,1,-87
235,01/12/2017 10:51:01,32.16983611,34.81088834,28.0,oved-main_2EX,74:da:38:97:66:9d,6,-77
236,01/12/2017 10:51:01,32.16983611,34.81088834,28.0,bait,10:be:f5:3f:b2:ce,10,-94
237,01/12/2017 10:51:01,32.16983611,34.81088834,28.0,HOTBOX12,a0:8e:78:7f:2a:69,1,-87
238,01/12/2017 10:51:04,32.16970224,34.81083489,27.0,Li,c0:ac:54:f8:6b:28,1,-80
239,01/12/2017 10:51:07,32.16957488,34.81078619,23.0,Ronizyc1,48:ee:0c:39:f9:15,5,-92
242,01/12/2017 10:51:13,32.16940059,34.81073707,24.0,dlink-A09C,ac:f1:df:76:a0:9c,11,-94
243,01/12/2017 10:51:19,32.16937301,34.81072683,27.0,forestisthebest,c8:d7:19:d4:7c:73,6,-93
244,01/12/2017 10:51:31,32.16937265,34.81071795,29.0,edimax_5G_A9241C,74:da:38:a9:24:1c,40,-84
245,01/12/2017 10:52:13,32.16936666,34.81070436,31.0,forestisthebest-guest,c8:d7:19:d4:7c:75,6,-94
247,01/12/2017 10:55:10,32.16935676,34.81068889,29.0,BezeqFree,62:be:f5:40:26:83,10,-96
248,01/12/2017 10:55:46,32.16923806,34.81066982,25.0,Home,34:36:3b:c2:be:b8,11,-91
249,01/12/2017 10:56:21,32.16916884,34.81065234,31.0,Home,10:be:f5:40:26:82,10,-89
252,01/12/2017 10:57:01,32.16884222,34.8105797,31.0,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,1,-94
253,01/12/2017 10:57:04,32.16876228,34.81066791,31.0,Levy,f8:ab:05:46:de:55,10,-85
255,01/12/2017 10:57:19,32.168814135486365,34.811514112147016,29.64761180860556,LRWN,ec:8c:a2:09:dd:48,11,-59
260,01/12/2017 10:57:43,32.16957574,34.81265851,32.0,HOTFiber arama,e0:ce:c3:23:12:30,1,-76
261,01/12/2017 10:57:55,32.1696487,34.81343376,35.0,Ab,90:8d:78:54:d9:69,10,-95
262,01/12/2017 10:57:55,32.1696487,34.81343376,35.0,hilda,00:30:4f:91:38:b3,6,-73
263,01/12/2017 10:57:55,32.1696487,34.81343376,35.0,NETGEAR_DGN2200,10:0d:7f:83:6c:fe,11,-93
264,01/12/2017 10:57:55,32.1696487,34.81343376,35.0,Bezeq Free 836CFE,52:0d:7f:83:6c:ff,11,-90
266,01/12/2017 10:57:58,32.16981779,34.81346387,35.0,Candan,c0:ff:d4:7b:82:30,1,-90
267,01/12/2017 10:57:58,32.16981779,34.81346387,35.0,kawasaki,48:ee:0c:3b:ac:5a,11,-75
268,01/12/2017 10:57:58,32.16981779,34.81346387,35.0,Bezeq Free,62:ee:0c:3b:ac:5b,11,-75
269,01/12/2017 10:58:02,32.17004926,34.81351135,36.0,shmulik,d0:d4:12:64:05:12,11,-80
270,01/12/2017 10:58:05,32.17021581,34.81353649,37.0,Pantum-AP-9DDCCB,28:f3:66:9d:dc:cb,11,-84
271,01/12/2017 10:58:08,32.17039308,34.81356425,37.0,Daizad,e8:cc:18:ac:1a:52,7,-72
272,01/12/2017 10:58:08,32.170731722109096,34.81361077415627,39.57025771787634,Beni,c4:12:f5:f4:82:42,9,-96
273,01/12/2017 10:58:08,32.17039308,34.81356425,37.0,Is,16:0c:c3:ee:27:39,6,-83
274,01/12/2017 10:58:08,32.17039308,34.81356425,37.0,HOTBOX-F028,00:78:9e:fa:6f:c3,1,-85
275,01/12/2017 10:58:11,32.17057165,34.81358945,39.0,HOTBOX-F028,18:1e:78:86:03:15,1,-61
276,01/12/2017 10:58:11,32.17057165,34.81358945,39.0,amnon,c0:ac:54:f8:6c:8a,6,-87
277,01/12/2017 10:58:11,32.17057165,34.81358945,39.0,yotam17,b0:b2:8f:36:a2:b3,10,-91
280,01/12/2017 10:58:14,32.17076265,34.81362514,40.0,HOTBOX,c0:ac:54:f7:42:60,1,-82
282,01/12/2017 10:58:17,32.17094133,34.81363121,41.0,HOTBOX111,c0:ac:54:f7:3c:c2,1,-89
283,01/12/2017 10:58:20,32.1710485,34.81352307,40.0,MNP_HOME_2.4GHz_1,04:a1:51:e0:5f:ee,6,-81
284,01/12/2017 10:58:20,32.1710485,34.81352307,40.0,test012,00:12:2a:d2:0c:38,1,-87
285,01/12/2017 10:58:20,32.170931220039265,34.81349300906386,37.93536536384241,My_Internet,fc:75:16:2e:5a:47,10,-88
286,01/12/2017 10:58:20,32.1710485,34.81352307,40.0,nurit,a0:4f:d4:45:1f:a1,1,-95
287,01/12/2017 10:58:23,32.17105532,34.81334185,40.0,Yotam _ work _ room,d8:5d:4c:d1:4d:b0,9,-75
289,01/12/2017 10:58:23,32.17105532,34.81334185,40.0,Yotam_Shir,00:26:5a:24:f4:f0,8,-90
292,01/12/2017 10:58:26,32.17108533,34.81312098,40.0,tal2,90:8d:78:54:22:a1,60,-86
293,01/12/2017 10:58:26,32.17108533,34.81312098,40.0,tal,90:8d:78:54:22:a2,1,-81
294,01/12/2017 10:58:26,32.17108533,34.81312098,40.0,sirocco_2.4o,14:cc:20:09:3c:b9,11,-93
295,01/12/2017 10:58:29,32.17110218,34.81293682,39.0,044870715,14:ae:db:b7:ab:ad,6,-85
296,01/12/2017 10:58:29,32.17110218,34.81293682,39.0,yotam17,7c:b7:33:ea:b8:ff,10,-93
305,01/12/2017 10:58:38,32.17074241,34.81267377,40.0,Laufer-wifi,4c:60:de:51:8b:ca,11,-93
308,01/12/2017 10:58:44,32.170625269939464,34.81257362097216,35.086215181125674,UFI_UF230_B3F,00:0b:6c:4d:1b:3f,6,-69
310,01/12/2017 10:58:50,32.17027834,34.81274376,40.0,frank,e8:94:f6:e2:6e:4b,6,-80
311,01/12/2017 10:58:50,32.17027834,34.81274376,40.0,TP-LINK_E3CA,84:16:f9:e4:e3:ca,9,-77
312,01/12/2017 10:58:50,32.17027834,34.81274376,40.0,edimax.setup,74:da:38:c6:57:9b,9,-71
314,01/12/2017 10:59:17,32.17103853,34.81359455,43.0,Partner-4G-B6D4,a8:c8:3a:35:b6:d4,1,-92
319,01/12/2017 10:59:35,32.17074693,34.8126719,38.0,motti-5ghz,a4:2b:b0:d4:55:38,40,-88
321,01/12/2017 10:59:41,32.1703328,34.8124744,40.0,hot,00:14:bf:42:7e:96,9,-88
323,01/12/2017 10:59:44,32.17013195,34.81237323,40.0,SIEMENS_LivingRoom,d4:6e:0e:3c:44:e1,1,-77
324,01/12/2017 10:59:44,32.17013195,34.81237323,40.0,hot,18:d6:c7:97:bd:2a,11,-86
326,01/12/2017 10:59:50,32.16969314,34.81217399,40.0,DIRECT-1C-HP DeskJet 3830 series,94:57:a5:4b:4f:41,6,-77
328,01/12/2017 10:59:56,32.16928044,34.81198781,37.0,Home,82:2a:a8:bf:94:29,11,-70
333,01/12/2017 11:00:19,32.16902986,34.81190459,33.0,Fuck Off,14:cc:20:da:ab:9a,11,-77
334,01/12/2017 11:00:25,32.16942426,34.81209986,36.0,Home,82:2a:a8:bf:93:e5,1,-85
336,01/12/2017 11:00:34,32.17010919,34.81240174,38.0,Siemens,d0:d4:12:5e:db:f2,11,-82
339,01/12/2017 11:00:40,32.17053537,34.81259485,37.0,Gillad-1_2.4,c4:04:15:64:e8:cc,11,-77
344,01/12/2017 11:01:01,32.1718612,34.81297848,39.0,HOTBOX-747B,e8:d1:1b:72:74:81,1,-91
346,01/12/2017 11:01:07,32.17236519580406,34.813014877712234,36.3410301876341,DIR-825-4f83,80:26:89:0d:4f:84,1,-76
351,01/12/2017 11:01:23,32.17230215,34.81400233,37.0,Ben-Eliyahu_PC,80:1f:02:d4:9a:92,10,-92
353,01/12/2017 10:49:08,32.17218268216534,34.81446401702757,13.65040888895076,Efrat,40:65:a3:35:4c:c4,1,-75
354,01/12/2017 10:49:14,32.172209259560766,34.814448298318844,15.376435938028056,Volvo247,08:97:58:32:69:c6,4,-81
356,01/12/2017 10:49:44,32.17228483399432,34.814036899369874,30.59005383029067,Chakir,00:12:2a:35:c8:7c,1,-86
361,01/12/2017 10:50:05,32.17244003231061,34.81291470608912,31.60427366454716,DIR-825-4f83,80:26:89:0d:4f:84,1,-68
364,01/12/2017 10:50:11,32.1725225188478,34.81247911919242,31.65132309930995,NIPPON_3687,08:97:58:32:d2:98,2,-80
365,01/12/2017 10:50:11,32.1725225188478,34.81247911919242,31.65132309930995,Hotbox,00:78:9e:f9:e8:58,11,-91
371,01/12/2017 10:50:35,32.17135803478369,34.81168874408503,31.090525572576986,ronkla2_5,3c:1e:04:07:2a:ff,48,-85
376,01/12/2017 10:50:53,32.17023774400125,34.811098338566204,30.62847275857126,stephane,00:24:2b:cf:13:21,1,-82
378,01/12/2017 10:50:56,32.170053389171805,34.81099874038432,30.62659341727973,HOTBOX-4D4E,00:78:9e:fb:1e:09,1,-91
381,01/12/2017 10:51:02,32.169728418133815,34.810858045280845,30.475360437267003,oved-main,74:da:39:54:b8:1d,6,-83
383,01/12/2017 10:51:08,32.169491346626565,34.81077184677352,30.418708757918328,Lili,c4:12:f5:f9:5c:7c,11,-86
384,01/12/2017 10:51:08,32.169491346626565,34.81077184677352,30.418708757918328,Liliup,74:da:38:c3:12:45,2,-88
