Id,Time,Lat,Lon,Alt,SSID,MAC,Channel,Signal
42,01/11/2017 12:29,32.10506767,35.20655972,712.0,Ariel_University,8c:0c:90:2f:ca:98,6,-88
44,01/11/2017 12:29,32.10506757,35.20655973,712.0,Ariel_University,f0:b0:52:3e:ce:3c,36,-82
46,01/11/2017 12:29,32.10506755,35.20655957,711.0,israela_2.4,a0:4f:d4:2b:11:c1,1,-88
48,01/11/2017 12:29,32.10506755,35.20655957,711.0,Ariel_University,f0:b0:52:3e:c8:dc,44,-87
50,01/11/2017 12:30,32.10506732,35.20655927,711.0,Ariel_University,8c:0c:90:2f:cc:38,11,-79
52,01/11/2017 12:30,32.1050469,35.20657549,712.0,Ariel_University,f0:b0:52:3e:d0:08,6,-73
54,01/11/2017 12:30,32.10505308,35.20658713,713.0,Smart-Class,1c:b9:c4:16:05:dc,58,-78
56,01/11/2017 12:30,32.10505308,35.20658713,713.0,HOT mobile,42507_10072_480144,0,-75
58,01/11/2017 12:30,32.10506406,35.20662196,707.0,Ariel_University,f0:b0:52:3e:d3:38,6,-88
60,01/11/2017 12:30,32.10506798,35.20664393,704.0,Ariel_University,ec:8c:a2:26:d2:98,11,-46
62,01/11/2017 12:30,32.10506798,35.20664393,704.0,Ariel_University,f0:b0:52:3e:d0:0c,44,-82
64,01/11/2017 12:30,32.10506986,35.20665151,705.0,Ariel_University,f0:b0:52:3e:c8:0c,44,-76
66,01/11/2017 12:30,32.10506945,35.206675,702.0,Smart-Class,1c:b9:c4:16:05:dc,58,-70
68,01/11/2017 12:30,32.10506785,35.2066945,704.0,Ariel_University,f0:b0:52:3e:cc:7c,44,-52
70,01/11/2017 12:30,32.10506785,35.2066945,704.0,Ariel_University,f0:b0:52:3e:d0:0c,44,-77
72,01/11/2017 12:30,32.10506774,35.20669764,702.0,Ariel_University,f0:b0:52:3e:c8:28,11,-82
74,01/11/2017 12:30,32.10507081,35.20671051,702.0,Ariel_University,f0:b0:52:3e:d0:08,6,-58
76,01/11/2017 12:30,32.10506789,35.20672562,703.0,Smart-Class,1c:b9:c4:16:05:dc,58,-54
78,01/11/2017 12:30,32.10506789,35.20672562,703.0,Ariel_University,f0:b0:52:3e:d0:3c,52,-64
80,01/11/2017 12:30,32.10506789,35.20672562,703.0,Ariel_University,f0:b0:52:3e:c8:2c,44,-70
82,01/11/2017 12:30,32.10506789,35.20672562,703.0,Ariel_University,f0:b0:52:3e:da:1c,58,-82
84,01/11/2017 12:30,32.10506047,35.20674198,703.0,Ariel_University,f0:b0:52:3e:cc:78,6,-38
86,01/11/2017 12:30,32.10506047,35.20674198,703.0,Ariel_University,f0:b0:52:3e:c8:2c,44,-65
88,01/11/2017 12:30,32.10506047,35.20674198,703.0,Ariel_University,f0:b0:52:3e:c7:8c,44,-76
90,01/11/2017 12:30,32.10505761,35.20674836,703.0,Ariel_University,f0:b0:52:3e:cc:78,6,-32
92,01/11/2017 12:30,32.10505761,35.20674836,703.0,Ariel_University,f0:b0:52:3e:da:1c,58,-72
94,01/11/2017 12:30,32.10505761,35.20674836,703.0,Ariel_University,f0:b0:52:3e:c7:88,1,-85
96,01/11/2017 12:30,32.10505761,35.20674836,703.0,Ariel_University,f0:b0:52:3e:c8:1c,52,-71
98,01/11/2017 12:30,32.10505761,35.20674836,703.0,Ariel_University,f0:b0:52:3e:61:c8,11,-79
100,01/11/2017 12:30,32.10505761,35.20674836,703.0,Ariel_University,f0:b0:52:3e:c8:0c,44,-71
102,01/11/2017 12:30,32.10505761,35.20674836,703.0,RelTele,02:02:27:ed:32:ee,1,-70
104,01/11/2017 03:49,32.09517329,35.11362588,637.0,carnival wifi,08:97:58:33:12:34,9,-53
106,01/11/2017 03:49,32.09517329,35.11362588,637.0,Egged.co.il,00:0c:42:51:b9:b2,1,-82
108,01/11/2017 03:49,32.09480922,35.11281433,582.0,AndroidAP,0c:b3:19:3f:5b:ff,6,-86
110,01/11/2017 03:49,32.09443976,35.11239374,564.0,Egged.co.il,00:0c:42:51:b9:b2,1,-91
112,01/11/2017 03:49,32.09431561,35.11196539,536.0,HOT mobile,42507_2147483647_2147483647,0,-73
114,01/11/2017 03:49,32.09400765,35.11093672,521.0,carnival wifi,08:97:58:33:12:34,9,-89
116,01/11/2017 03:49,32.09375629,35.10885879,459.0,carnival wifi,08:97:58:33:12:34,9,-85
118,01/11/2017 03:49,32.09347059,35.10768707,456.0,carnival wifi,08:97:58:33:12:34,9,-88
120,01/11/2017 03:49,32.09331421,35.10713824,442.0,afikim-wifi,00:1a:dd:e3:06:04,1,-79
122,01/11/2017 03:49,32.09316797,35.10655594,430.0,HOT mobile,42507_10072_479985,0,-81
123,01/11/2017 03:49,32.09303634,35.10597065,422.0,afikim-wifi,00:1a:dd:e3:06:04,1,-79
125,01/11/2017 03:49,32.09287171,35.10484776,403.0,afikim-wifi,00:1a:dd:e3:06:04,1,-88
127,01/11/2017 03:49,32.09276595,35.10365093,396.0,afikim-wifi,00:1a:dd:e3:06:04,1,-88
129,01/11/2017 03:49,32.09274013,35.10244752,387.0,afikim-wifi,00:1a:dd:e3:06:04,1,-88
131,01/11/2017 03:49,32.09277614,35.10126158,380.0,afikim-wifi,00:1a:dd:e3:06:04,1,-88
133,01/11/2017 03:50,32.09273295,35.1000257,376.0,afikim-wifi,00:1a:dd:e3:06:04,1,-88
135,01/11/2017 03:50,32.09271253,35.09880775,372.0,afikim-wifi,00:1a:dd:e3:06:04,1,-88
137,01/11/2017 03:50,32.09261259,35.09701244,375.0,HOT mobile,42507_10072_479985,0,-85
138,01/11/2017 03:50,32.09256813,35.09643768,374.0,Afikim_Wifi,00:1a:dd:f5:cb:a5,11,-88
140,01/11/2017 03:50,32.09254292,35.09522214,375.0,Afikim_Wifi,00:1a:dd:f5:cb:a5,11,-76
142,01/11/2017 03:50,32.09248022,35.09402746,378.0,Afikim_Wifi,00:1a:dd:f5:cb:a5,11,-88
144,01/11/2017 03:50,32.09245828,35.09344635,380.0,shilo,e8:cc:18:ed:d3:4f,6,-88
145,01/11/2017 03:50,32.09245907,35.09286293,383.0,Afikim_Wifi,00:1a:dd:f5:cb:a5,11,-88
147,01/11/2017 03:50,32.09244752,35.09227737,382.0,shilo,e8:cc:18:ed:d3:4f,6,-88
149,01/11/2017 03:50,32.09248047,35.09173805,381.0,HOT mobile,42507_10072_479985,0,-79
151,01/11/2017 03:50,32.09256301,35.09052989,386.0,bruchin2,e8:cc:18:ec:64:fc,6,-88
153,01/11/2017 03:50,32.09262772,35.0899095,388.0,Provision-ISR_7708,08:97:58:33:1f:72,3,-85
155,01/11/2017 03:50,32.09283343,35.08869226,389.0,Provision-ISR_7708,08:97:58:33:1f:72,3,-88
157,01/11/2017 03:50,32.09308753,35.08746774,390.0,Provision-ISR_7708,08:97:58:33:1f:72,3,-88
159,01/11/2017 03:50,32.09340141,35.08627739,388.0,Provision-ISR_7708,08:97:58:33:1f:72,3,-88
160,01/11/2017 03:50,32.09385345,35.08480222,385.0,Afikim_Wifi,00:1a:dd:f5:0c:05,12,-88
162,01/11/2017 03:50,32.09392611,35.08451138,385.0,Afikim_Wifi,00:1a:dd:f5:0c:05,12,-70
164,01/11/2017 03:51,32.09436429,35.08299722,379.0,Afikim_Wifi,00:1a:dd:f5:0c:05,12,-70
166,01/11/2017 03:51,32.09487917,35.08119229,375.0,Afikim_Wifi,00:1a:dd:f5:0c:05,12,-70
168,01/11/2017 03:51,32.09506614,35.08028883,374.0,HOT mobile,42507_10072_479985,0,-93
169,01/11/2017 03:51,32.09533654,35.07945977,372.0,Afikim_Wifi,00:1a:dd:f5:0c:05,12,-70
171,01/11/2017 03:51,32.09563846,35.0782475,367.0,WIFI-FUTURE 1,00:27:22:ee:ad:d9,4,-82
173,01/11/2017 03:51,32.09581005,35.07768577,364.0,HOT mobile,42507_10072_479985,0,-87
175,01/11/2017 03:51,32.09629441,35.0759187,355.0,WIFI-FUTURE 1,00:27:22:ee:ad:d9,4,-82
177,01/11/2017 03:51,32.09661622,35.07467863,349.0,WIFI-FUTURE 1,00:27:22:ee:ad:d9,4,-82
179,01/11/2017 03:51,32.09695124,35.07347404,345.0,WIFI-FUTURE 1,00:27:22:ee:ad:d9,4,-82
181,01/11/2017 03:51,32.09730424,35.07229141,342.0,WIFI-FUTURE 1,00:27:22:ee:ad:d9,4,-82
183,01/11/2017 03:51,32.09746897,35.07165007,338.0,HOT mobile,42507_10072_479985,0,-91
185,01/11/2017 03:51,32.09819489,35.06927651,333.0,HOT mobile,42507_10072_479985,0,-93
187,01/11/2017 03:51,32.09888779,35.06681957,323.0,super,00:0e:f4:c3:8b:df,5,-79
189,01/11/2017 03:51,32.09888779,35.06681957,323.0,Coolnet-Hotspot,00:18:25:12:76:a0,5,-78
191,01/11/2017 03:51,32.09888779,35.06681957,323.0,HOT mobile,42507_10072_479985,0,-91
193,01/11/2017 03:51,32.09924201,35.06550261,322.0,YICarCam_fe1b82ydm,58:70:c6:fe:1b:82,6,-64
195,01/11/2017 03:51,32.09924201,35.06550261,322.0,Coolnet-Hotspot,00:18:25:12:28:90,2,-83
197,01/11/2017 03:51,32.09927743,35.06513515,320.0,Afikim_Wifi,00:1a:dd:f4:fc:85,3,-76
199,01/11/2017 03:52,32.09952423,35.06416909,318.0,YICarCam_fe1b82ydm,58:70:c6:fe:1b:82,6,-64
201,01/11/2017 03:52,32.09952423,35.06416909,318.0,Coolnet-Hotspot,00:18:25:12:28:90,2,-83
203,01/11/2017 03:52,32.09969767,35.06352658,316.0,Afikim_Wifi,00:1a:dd:f4:fc:85,3,-73
205,01/11/2017 03:52,32.09980413,35.06288952,311.0,Coolnet-Hotspot,00:18:25:12:76:a0,5,-85
207,01/11/2017 03:52,32.09980413,35.06288952,311.0,HOT mobile,42507_10072_479985,0,-79
209,01/11/2017 03:52,32.10005184,35.06158436,299.0,HOT mobile,42507_10072_479985,0,-79
211,01/11/2017 03:52,32.10027991,35.06035058,296.0,HOT mobile,42507_10072_479985,0,-85
213,01/11/2017 03:52,32.10057813,35.05914112,296.0,HOT mobile,42507_10072_479985,0,-91
215,01/11/2017 03:52,32.10082063,35.0579675,294.0,HOT mobile,42507_10072_479985,0,-99
217,01/11/2017 03:52,32.1010908,35.05683143,293.0,HOT mobile,42507_10072_479985,0,-99
219,01/11/2017 03:52,32.10134802,35.05562688,292.0,Coolnet-Hotspot,00:18:25:12:28:90,2,-85
221,01/11/2017 03:52,32.10157184,35.05447099,292.0,Coolnet-Hotspot,00:18:25:12:28:90,2,-85
223,01/11/2017 03:52,32.10193993,35.05284502,293.0,HOT mobile,42507_10072_479985,0,-85
225,01/11/2017 03:52,32.10207365,35.05226284,291.0,Coolnet-Hotspot,00:18:25:16:a6:30,5,-69
227,01/11/2017 03:52,32.10220046,35.05166621,287.0,HOT mobile,42507_10072_479985,0,-81
229,01/11/2017 03:52,32.10229755,35.05107411,287.0,Coolnet-Hotspot,00:18:25:16:a6:30,5,-69
231,01/11/2017 03:52,32.10239626,35.05048088,288.0,saher,c8:3a:35:09:00:00,2,-85
233,01/11/2017 03:52,32.10239626,35.05048088,288.0,khaled Amer,00:27:19:cc:59:7c,11,-88
235,01/11/2017 03:52,32.1024754,35.04986578,289.0,Coolnet-Hotspot,00:18:25:16:bb:40,6,-85
237,01/11/2017 03:52,32.1024754,35.04986578,289.0,HOT mobile,42507_10072_479985,0,-71
239,01/11/2017 03:52,32.10255057,35.0492378,286.0,mada,04:8d:38:dc:71:f8,11,-88
241,01/11/2017 03:52,32.10259496,35.0485439,283.0,Coolnet-Hotspot,00:18:25:16:bb:40,6,-82
243,01/11/2017 03:52,32.10259496,35.0485439,283.0,HOT mobile,42507_10072_479985,0,-73
245,01/11/2017 03:52,32.10261409,35.0479601,281.0,HOT mobile,42507_10072_479985,0,-65
247,01/11/2017 03:52,32.10261054,35.04732616,278.0,Abu-Naji,04:8d:38:81:d6:54,11,-88
249,01/11/2017 03:53,32.1026078,35.04669452,277.0,SIEMENS-899003,00:24:d2:89:90:03,11,-88
251,01/11/2017 03:53,32.1026078,35.04669452,277.0,WIFI-FUTURE 4,00:15:6d:93:e2:a4,8,-89
253,01/11/2017 03:53,32.10246859,35.04611201,276.0,Abu-Naji,04:8d:38:81:d6:54,11,-88
255,01/11/2017 03:53,32.1023253,35.04557249,271.0,SIEMENS-899003,00:24:d2:89:90:03,11,-88
257,01/11/2017 03:53,32.1023253,35.04557249,271.0,WIFI-FUTURE 4,00:15:6d:93:e2:a4,8,-86
259,01/11/2017 03:53,32.1023253,35.04557249,271.0,HOT mobile,42507_10072_479985,0,-77
261,01/11/2017 03:53,32.10216412,35.0450208,266.0,AndroidAP,f0:25:b7:eb:8e:10,6,-76
263,01/11/2017 03:53,32.10216412,35.0450208,266.0,HOT mobile,42507_10072_479985,0,-71
265,01/11/2017 03:53,32.10197086,35.04447756,264.0,WIFI-FUTURE 4,00:15:6d:93:e2:a4,8,-90
267,01/11/2017 03:53,32.1017655,35.04394606,257.0,WI-FI- FUTURE 0599069018 2,00:27:22:48:25:99,3,-88
269,01/11/2017 03:53,32.10156784,35.04338041,253.0,WIFI-FUTURE 1,00:27:22:ee:ad:d9,4,-88
271,01/11/2017 03:53,32.10134553,35.04281987,251.0,WI-FI- FUTURE 0599069018 2,00:27:22:48:25:99,3,-88
273,01/11/2017 03:53,32.10114292,35.04228234,249.0,WIFI-FUTURE 1,00:27:22:ee:ad:d9,4,-88
275,01/11/2017 03:53,32.10094822,35.0418003,244.0,WI-FI- FUTURE 0599069018 2,00:27:22:48:25:99,3,-88
277,01/11/2017 03:53,32.10077694,35.04123391,242.0,WIFI-FUTURE ISMAEL,f8:1a:67:c2:27:7a,11,-88
279,01/11/2017 03:53,32.10062489,35.04064651,241.0,WIFI-FUTURE 1,00:27:22:ee:ad:d9,4,-82
281,01/11/2017 03:53,32.10062489,35.04064651,241.0,WIFI-FUTURE ISMAEL,f8:1a:67:c2:27:7a,11,-82
283,01/11/2017 03:53,32.10062489,35.04064651,241.0,WI-FI- FUTURE 0599069018,dc:9f:db:50:76:f2,4,-88
285,01/11/2017 03:53,32.10062489,35.04064651,241.0,WIFI-FUTURE 4,00:15:6d:93:e2:a4,8,-72
287,01/11/2017 03:53,32.10075763,35.03571465,234.0,AndroidAP,c8:38:70:bb:c4:e8,11,-64
289,01/11/2017 03:53,32.10075763,35.03571465,234.0,HOT mobile,42507_10072_479985,0,-73
291,01/11/2017 03:53,32.10075763,35.03571465,234.0,WIFI-FUTURE 4,00:15:6d:93:e2:a4,8,-89
293,01/11/2017 03:53,32.10075763,35.03571465,234.0,WI-FI- FUTURE 0599069018,dc:9f:db:50:76:f2,4,-79
295,01/11/2017 03:53,32.10293635,35.03127254,225.0,WI-FI- FUTURE 0599069018,dc:9f:db:50:76:f2,4,-79
297,01/11/2017 03:54,32.10359337,35.03002838,223.0,WI-FI- FUTURE 0599069018,dc:9f:db:50:76:f2,4,-88
299,01/11/2017 03:54,32.1041,35.02902061,221.0,AndroidAP,c8:38:70:bb:c4:e8,11,-88
301,01/11/2017 03:54,32.10465931,35.02809542,220.0,G3_9893,c4:9a:02:82:05:5d,1,-88
303,01/11/2017 03:54,32.1049359,35.02760918,218.0,WI-FI- FUTURE 0599069018,dc:9f:db:50:76:f2,4,-82
305,01/11/2017 03:54,32.10552601,35.02642998,214.0,AndroidAP,c8:38:70:bb:c4:e8,11,-88
307,01/11/2017 03:54,32.10552601,35.02642998,214.0,HOT mobile,42507_10072_479985,0,-69
309,01/11/2017 03:54,32.10613223,35.02531915,213.0,WI-FI- FUTURE 0599069018,dc:9f:db:50:76:f2,4,-82
311,01/11/2017 03:54,32.10670925,35.02424137,204.0,AndroidAP,c8:38:70:bb:c4:e8,11,-88
313,01/11/2017 03:54,32.10670925,35.02424137,204.0,HOT mobile,42507_10072_479985,0,-81
315,01/11/2017 03:54,32.10687905,35.02367362,207.0,HOT mobile,42507_10072_479985,0,-65
317,01/11/2017 03:54,32.10722596,35.02253113,205.0,geuli,a0:ab:1b:5b:80:4a,4,-88
319,01/11/2017 03:54,32.10722596,35.02253113,205.0,HOT mobile,42507_10072_479985,0,-71
321,01/11/2017 03:54,32.10736247,35.02199671,203.0,yomtob,a0:ab:1b:5b:7d:52,8,-85
323,01/11/2017 03:54,32.10736247,35.02199671,203.0,YICarCam_f4145e,58:70:c6:f4:14:5e,5,-88
325,01/11/2017 03:54,32.10748059,35.02140548,200.0,korach,1c:5f:2b:90:ac:c1,11,-82
327,01/11/2017 03:54,32.10748059,35.02140548,200.0,mybezeq,10:0d:7f:9c:32:00,11,-88
329,01/11/2017 03:54,32.10755997,35.02075983,196.0,AndroidAP,c8:38:70:bb:c4:e8,11,-82
331,01/11/2017 03:54,32.10755997,35.02075983,196.0,Partner-4G-7F88,b0:89:00:d8:7f:88,2,-88
333,01/11/2017 03:54,32.10755997,35.02075983,196.0,Partner-4G-C84A,a8:c8:3a:35:c8:4a,11,-88
335,01/11/2017 03:54,32.10764737,35.02016901,194.0,geuli,a0:ab:1b:5b:80:4a,4,-88
337,01/11/2017 03:54,32.10764737,35.02016901,194.0,Partner-4G-s,44:6e:e5:67:98:13,5,-88
339,01/11/2017 03:54,32.10764737,35.02016901,194.0,Schachter,14:ae:db:c8:57:1d,1,-88
341,01/11/2017 03:54,32.10776158,35.01952889,192.0,yomtob,a0:ab:1b:5b:7d:52,8,-88
343,01/11/2017 03:54,32.10776158,35.01952889,192.0,Partner-4G-s,44:6e:e5:67:98:13,5,-82
345,01/11/2017 03:54,32.10776158,35.01952889,192.0,Partner.Home-68BF,50:04:b8:32:68:bf,11,-88
347,01/11/2017 03:54,32.10776158,35.01952889,192.0,akavya17,10:be:f5:3f:dc:9a,1,-85
349,01/11/2017 03:54,32.10776158,35.01952889,192.0,Bezeq-N_ed2941,e8:cc:18:ed:29:42,6,-88
351,01/11/2017 03:54,32.10782843,35.01886371,195.0,HOT mobile,42507_10072_479985,0,-81
353,01/11/2017 03:54,32.10801008,35.01761534,196.0,Partner-4G-7F88,b0:89:00:d8:7f:88,2,-88
355,01/11/2017 03:54,32.10801008,35.01761534,196.0,HOT mobile,42507_10072_479985,0,-81
357,01/11/2017 03:54,32.10819906,35.01638677,194.0,Partner-4G-7F88,b0:89:00:d8:7f:88,2,-88
359,01/11/2017 03:54,32.10819906,35.01638677,194.0,HOT mobile,42507_10072_479985,0,-91
361,01/11/2017 03:54,32.10832531,35.01511428,192.0,Partner-4G-7F88,b0:89:00:d8:7f:88,2,-88
363,01/11/2017 03:54,32.10832531,35.01511428,192.0,HOT mobile,42507_10072_479985,0,-83
365,01/11/2017 03:55,32.10843643,35.01396462,189.0,HOT mobile,42507_10222_1504553,0,-89
367,01/11/2017 03:55,32.10839693,35.01293693,187.0,ADYYRE9PR0VF? ??? ?????,ce:73:14:17:2e:30,13,-82
369,01/11/2017 03:55,32.10826126,35.01158836,181.0,ADYYRE9PR0VF? ??? ?????,ce:73:14:17:2e:30,13,-82
371,01/11/2017 03:55,32.10815526,35.01044676,175.0,ADYYRE9PR0VF? ??? ?????,ce:73:14:17:2e:30,13,-82
373,01/11/2017 03:55,32.10809331,35.00985405,172.0,MB WLAN 03609,a0:56:b2:83:e4:42,6,-81
375,01/11/2017 03:55,32.10806368,35.00934686,170.0,HOT mobile,42507_10222_1504553,0,-55
377,01/11/2017 03:55,32.1079582,35.00861395,152.0,DIRECT-7C-HP DeskJet 3830 series,98:e7:f4:7b:36:2e,6,-88
379,01/11/2017 03:56,32.10798235,35.00832842,155.0,AndroidAP,c8:38:70:bb:c4:e8,11,-88
381,01/11/2017 03:57,32.10784231,35.00785539,146.0,DIRECT-7C-HP DeskJet 3830 series,98:e7:f4:7b:36:2e,6,-82
383,01/01/1970 02:00,32.10898794,35.0071845699999,0.0,DIRECT-7C-HP DeskJet 3830 series,98:e7:f4:7b:36:2e,6,-88
385,01/01/1970 02:00,32.10892055,35.0072240299999,0.0,DIRECT-7C-HP DeskJet 3830 series,98:e7:f4:7b:36:2e,6,-82
387,01/01/1970 02:00,32.10878577,35.00730295,0.0,DIRECT-7C-HP DeskJet 3830 series,98:e7:f4:7b:36:2e,6,-88
389,01/01/1970 02:00,32.10865099,35.00738187,0.0,DIRECT-7C-HP DeskJet 3830 series,98:e7:f4:7b:36:2e,6,-85
391,01/01/1970 02:00,32.1085836,35.00742133,0.0,AndroidAP,c8:38:70:bb:c4:e8,11,-88
393,01/01/1970 02:00,32.10844882,35.00750025,0.0,AndroidAP,c8:38:70:bb:c4:e8,11,-85
395,01/01/1970 02:00,32.10817926,35.00765809,0.0,DIRECT-7C-HP DeskJet 3830 series,98:e7:f4:7b:36:2e,6,-88
397,01/01/1970 02:00,32.10804448,35.00773701,0.0,DIRECT-7C-HP DeskJet 3830 series,98:e7:f4:7b:36:2e,6,-88
399,01/01/1970 02:00,32.10797709,35.00777647,0.0,DIRECT-7C-HP DeskJet 3830 series,98:e7:f4:7b:36:2e,6,-82
401,01/11/2017 03:57,32.10783245,35.00784572,145.0,DIRECT-7C-HP DeskJet 3830 series,98:e7:f4:7b:36:2e,6,-85
403,01/11/2017 03:57,32.107816,35.00781077,144.0,AndroidAP,c8:38:70:bb:c4:e8,11,-76
405,01/11/2017 03:58,32.10791678,35.00764942,134.0,Afikim_Wifi,00:1a:dd:f5:c1:45,9,-85
406,01/11/2017 03:58,32.10791678,35.00764942,134.0,Afikim_Wifi,00:1a:dd:f1:30:85,6,-88
